Date,Time,relay,Sensor 1,Sensor 2,Sensor 3,Sensor 4
45608,0.452184954,1,0.000125,0.001875,0,0.000125
45608,0.452243692,5,0.00225,0.000375,0,0.00025
45608,0.452184954,7,0.000125,0.001875,0,0.000125
45608,0.452244692,6,0.00225,0.000375,0,0.00025
